p_value,timing
1.389861013898610054e-01,2.383705139160156250e+00
9.336066393360663573e-01,2.371507167816162109e+00
6.351498649303106703e-01,1.048016548156738281e-02
6.422051451281042267e-01,9.469270706176757812e-03
1.146232986298580808e-01,9.761333465576171875e-03
1.254874512548745102e-01,1.190149784088134766e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.999800019998000146e-03,2.357721328735351562e+00
9.999000099990001543e-05,2.594589471817016602e+00
4.969928073550627934e-02,1.148533821105957031e-02
5.890337273918935107e-02,1.288747787475585938e-02
4.196510437802387736e-13,1.232099533081054688e-02
2.999700029997000219e-03,1.502373218536376953e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.964803519648035124e-01,2.785458087921142578e+00
2.699730026997300240e-03,2.424085140228271484e+00
1.707878166963504585e-01,1.044631004333496094e-02
1.304860904215499051e-01,9.728431701660156250e-03
2.497132432088761470e-04,9.835481643676757812e-03
1.969803019698030122e-01,1.438302993774414062e-01
0.000000000000000000e+00,0.000000000000000000e+00
5.524447555244476060e-01,2.685662031173706055e+00
4.223577642235776253e-01,2.694929599761962891e+00
4.623111401346018945e-01,1.309704780578613281e-02
5.019695997280354538e-01,1.354026794433593750e-02
4.160351872188807199e-01,1.096534729003906250e-02
5.889411058894110651e-01,1.737487316131591797e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.152312994003295898e+00
9.992000799920007781e-01,2.650488853454589844e+00
8.424225079103471181e-01,1.001977920532226562e-02
8.658792994727848580e-01,9.678602218627929688e-03
9.481804807810711999e-01,9.726762771606445312e-03
1.000000000000000000e+00,1.907224655151367188e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.334866513348665074e-01,2.331964731216430664e+00
5.919408059194080501e-02,2.318355083465576172e+00
2.917641753326815635e-01,9.865999221801757812e-03
2.550863107863085011e-01,9.592056274414062500e-03
2.842577998375153160e-03,9.654760360717773438e-03
1.459854014598540028e-01,1.412343978881835938e-01
0.000000000000000000e+00,0.000000000000000000e+00
8.384161583841616139e-01,2.214233160018920898e+00
2.691730826917308472e-01,2.134437799453735352e+00
3.633500549202338115e-01,9.840011596679687500e-03
3.927195587812325472e-01,9.610652923583984375e-03
3.103644640484160000e-01,9.619474411010742188e-03
9.109089091090891710e-01,1.419744491577148438e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.554266929626464844e+00
5.117488251174882041e-01,2.698726892471313477e+00
4.818615308010117948e-01,1.463294029235839844e-02
5.345275048859637890e-01,1.185488700866699219e-02
2.183767447756639613e-01,1.305890083312988281e-02
1.000000000000000000e+00,1.676914691925048828e-01
0.000000000000000000e+00,0.000000000000000000e+00
5.399460053994600828e-02,2.627112150192260742e+00
5.410458954104589990e-01,2.148310184478759766e+00
5.389029459387214560e-01,9.902715682983398438e-03
4.879257991379134518e-01,9.606599807739257812e-03
8.948201976662560619e-02,9.654760360717773438e-03
5.599440055994400756e-02,1.417195796966552734e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.734826517348265207e-01,2.376237630844116211e+00
1.949805019498050337e-02,2.290527820587158203e+00
2.210669550591194410e-01,9.877681732177734375e-03
2.038759928753023365e-01,9.642601013183593750e-03
1.446376318935283379e-04,9.614706039428710938e-03
1.964803519648035124e-01,1.417491436004638672e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.099790020997900283e-02,2.464275360107421875e+00
3.239676032396760635e-02,2.807802915573120117e+00
3.012659207966186248e-01,1.790738105773925781e-02
2.823273059920765604e-01,1.461005210876464844e-02
1.326437779763436355e-05,9.692192077636718750e-03
2.999700029997000306e-02,2.987480163574218750e-01
0.000000000000000000e+00,0.000000000000000000e+00
3.999600039996000292e-03,3.204996109008789062e+00
