p_value,timing
5.455454454554544697e-01,4.959466457366943359e-01
5.481451854814518576e-01,5.199289321899414062e-02
5.834416558344165393e-01,1.735046768188476562e+01
6.312228455078386924e-01,3.438949584960937500e-03
5.181479605782682851e-01,5.426406860351562500e-03
5.537582388884607631e-01,6.866931915283203125e-03
9.999000099990001543e-05,4.743585586547851562e-01
9.999000099990001543e-05,3.699731826782226562e-02
9.999000099990001543e-05,1.743795895576477051e+01
2.935665207298099832e-08,2.993106842041015625e-03
5.170577478329421034e-05,5.668401718139648438e-03
9.023167905427808264e-05,5.515336990356445312e-03
9.999000099990001543e-05,5.136511325836181641e-01
9.999000099990001543e-05,4.026603698730468750e-02
9.999000099990001543e-05,1.756183552742004395e+01
1.365934961441132641e-06,2.153158187866210938e-03
1.281525326284541820e-07,5.462884902954101562e-03
6.084012972777215777e-07,5.418539047241210938e-03
7.597240275972402257e-01,5.186662673950195312e-01
7.747225277472252758e-01,3.948140144348144531e-02
6.695330466953304249e-01,1.809744358062744141e+01
4.555360606130465229e-01,2.873897552490234375e-03
6.653096091029191417e-01,5.770683288574218750e-03
7.783360237098757572e-01,5.523920059204101562e-03
8.999100089991000440e-04,5.160365104675292969e-01
7.999200079992001234e-04,3.911018371582031250e-02
5.999400059994000655e-04,1.787850689888000488e+01
1.162270644044352107e-03,2.187967300415039062e-03
6.976319990001117466e-03,5.580186843872070312e-03
1.447517389335682778e-03,5.414247512817382812e-03
4.183581641835816267e-01,5.174651145935058594e-01
4.161583841615838497e-01,3.848791122436523438e-02
3.547645235476452608e-01,1.646208477020263672e+01
2.882153130941965680e-01,1.921653747558593750e-03
4.855313682116138563e-01,4.225254058837890625e-03
4.106418297319297528e-01,4.120349884033203125e-03
9.253074692530747214e-01,3.805928230285644531e-01
9.266073392660734154e-01,3.363776206970214844e-02
9.395060493950604386e-01,1.359673786163330078e+01
3.687771544921613076e-01,2.038002014160156250e-03
5.403394113902983964e-01,4.023313522338867188e-03
9.272029305812521383e-01,4.004240036010742188e-03
5.989401059894010615e-01,3.769750595092773438e-01
6.204379562043795815e-01,3.501057624816894531e-02
6.417358264173582683e-01,1.267350649833679199e+01
4.555360606130465229e-01,2.390146255493164062e-03
5.570437509716018587e-01,4.261255264282226562e-03
6.445866001958746594e-01,4.003524780273437500e-03
5.928407159284071470e-01,3.705332279205322266e-01
5.991400859914008947e-01,3.363680839538574219e-02
5.161483851614838692e-01,1.269081974029541016e+01
8.907409802606480742e-01,1.755952835083007812e-03
6.320842904183182620e-01,4.362583160400390625e-03
5.778432520893344027e-01,3.999948501586914062e-03
4.310568943105689277e-01,3.765034675598144531e-01
4.386561343865613694e-01,3.309988975524902344e-02
4.464553544645535332e-01,1.326114845275878906e+01
2.170211276727393723e-01,1.825332641601562500e-03
4.924533729054145215e-01,4.513025283813476562e-03
4.533528306929663909e-01,4.354715347290039062e-03
8.246175382461753411e-01,4.047262668609619141e-01
8.252174782521747298e-01,3.663659095764160156e-02
8.388161183881611693e-01,1.409789848327636719e+01
3.687771544921613076e-01,1.816034317016601562e-03
7.233945608236641567e-01,4.437923431396484375e-03
8.096097782829780876e-01,4.334211349487304688e-03
3.297670232976702143e-01,4.054386615753173828e-01
3.358664133586641287e-01,3.692841529846191406e-02
2.798720127987201489e-01,1.400354409217834473e+01
7.117846869058034320e-01,2.585411071777343750e-03
4.291781260986379243e-01,4.585981369018554688e-03
3.421471421301370830e-01,4.393100738525390625e-03
3.069693030696930142e-02,4.033284187316894531e-01
3.499650034996500125e-02,3.745293617248535156e-02
7.979202079792020730e-02,1.400596737861633301e+01
2.170211276727393723e-01,1.809835433959960938e-03
1.443188092137766554e-01,4.419565200805664062e-03
1.322975258103498315e-02,4.371166229248046875e-03
9.837016298370162559e-01,4.071738719940185547e-01
9.815018498150185344e-01,3.692126274108886719e-02
9.859014098590140884e-01,1.399598336219787598e+01
8.428467100680314683e-01,1.781225204467773438e-03
9.383096704218673034e-01,4.534721374511718750e-03
9.792138046351629432e-01,4.581689834594726562e-03
4.927507249275072665e-01,4.016520977020263672e-01
5.046495350464953455e-01,3.782534599304199219e-02
4.158584141585841554e-01,1.389899635314941406e+01
1.571532899319685317e-01,1.843452453613281250e-03
5.003095308786328355e-01,4.429340362548828125e-03
4.772489115183969899e-01,4.487276077270507812e-03
5.659434056594340179e-01,4.055364131927490234e-01
5.579442055794420208e-01,3.788781166076660156e-02
5.861413858614138439e-01,1.337969660758972168e+01
4.555360606130465229e-01,2.376317977905273438e-03
5.741111953739108653e-01,4.330158233642578125e-03
5.819180002331733048e-01,4.101276397705078125e-03
2.120787921207879234e-01,3.776462078094482422e-01
2.133786621337866174e-01,3.433012962341308594e-02
1.922807719228077084e-01,1.285126137733459473e+01
5.444639393869534771e-01,1.806259155273437500e-03
2.696413970739063304e-01,4.063844680786132812e-03
1.401745409335167225e-01,3.934860229492187500e-03
9.030096990300969795e-01,3.683590888977050781e-01
8.875112488751124573e-01,3.214049339294433594e-02
8.616138386161383833e-01,1.258483791351318359e+01
7.117846869058034320e-01,1.788139343261718750e-03
8.633664910732192777e-01,4.130601882934570312e-03
8.951489301610064953e-01,3.954172134399414062e-03
3.311668833116688249e-01,3.687620162963867188e-01
3.444655534446555145e-01,3.209090232849121094e-02
3.025697430256974463e-01,1.257978749275207520e+01
1.092590197393518703e-01,1.785516738891601562e-03
3.690105747901379352e-01,5.940914154052734375e-03
3.338228444013891516e-01,3.941059112548828125e-03
7.329267073292671242e-01,3.661396503448486328e-01
7.352264773522647623e-01,3.210663795471191406e-02
7.181281871812819073e-01,1.298960423469543457e+01
2.170211276727393723e-01,1.795530319213867188e-03
6.964973578978399527e-01,4.415750503540039062e-03
7.508245160538927765e-01,4.324674606323242188e-03
4.119588041195880179e-01,4.046964645385742188e-01
4.088591140885911579e-01,3.678441047668457031e-02
4.413558644135586184e-01,1.401239037513732910e+01
7.117846869058034320e-01,2.477645874023437500e-03
4.228332735594249048e-01,4.560232162475585938e-03
