p_value,timing
7.041295870412959124e-01,5.793919563293457031e-01
7.052294770522947731e-01,1.263189315795898438e-02
7.564243575642435324e-01,1.923941731452941895e+01
5.880985260009765625e-01,2.709627151489257812e-03
6.621503642104042964e-01,4.646301269531250000e-03
6.671499432920717787e-01,4.401445388793945312e-03
2.296770322967703337e-01,3.936486244201660156e-01
2.511748825117487982e-01,1.266241073608398438e-02
1.715828417158284103e-01,1.420531511306762695e+01
5.765914916992187500e-02,2.516031265258789062e-03
2.849945438443524659e-01,4.552602767944335938e-03
2.446565161550241507e-01,4.321336746215820312e-03
7.009299070092990525e-02,3.971381187438964844e-01
6.569343065693430961e-02,1.253747940063476562e-02
9.959004099590040848e-02,1.448892259597778320e+01
1.315879821777343750e-01,1.751661300659179688e-03
1.293116761554210514e-01,4.483938217163085938e-03
6.927646846915883061e-02,4.427909851074218750e-03
8.550144985501449968e-01,4.052178859710693359e-01
8.372162783721628365e-01,1.215529441833496094e-02
8.262173782621737850e-01,1.441322159767150879e+01
9.423408508300781250e-01,2.434492111206054688e-03
6.003658140246481700e-01,4.577636718750000000e-03
8.152438008101595690e-01,4.337787628173828125e-03
3.883611638836116375e-01,3.980143070220947266e-01
3.775622437756224192e-01,1.257681846618652344e-02
1.897810218978102093e-01,1.451595091819763184e+01
2.517223358154296875e-01,1.845359802246093750e-03
4.081376349578166862e-01,4.463195800781250000e-03
3.676056495300251692e-01,4.324913024902343750e-03
5.479452054794520244e-01,4.003002643585205078e-01
5.297470252974701976e-01,1.213932037353515625e-02
5.556444355564443827e-01,1.449579286575317383e+01
7.482776641845703125e-01,1.794815063476562500e-03
4.918779157786675738e-01,4.454612731933593750e-03
5.232652808146416312e-01,4.459142684936523438e-03
8.074192580741925696e-01,4.008893966674804688e-01
8.116188381161884013e-01,1.214456558227539062e-02
7.820217978202179676e-01,1.443839907646179199e+01
5.880985260009765625e-01,1.790046691894531250e-03
7.751592183730033891e-01,4.410505294799804688e-03
8.441083964854221300e-01,4.362344741821289062e-03
2.942705729427057548e-01,3.956420421600341797e-01
3.062693730626937505e-01,1.211714744567871094e-02
3.373662633736626559e-01,1.430206084251403809e+01
4.119014739990234375e-01,2.470970153808593750e-03
4.190068292720836585e-01,4.568099975585937500e-03
2.869196763400457817e-01,4.297733306884765625e-03
1.529847015298470281e-01,3.986535072326660156e-01
1.597840215978402201e-01,1.255416870117187500e-02
4.547545245475452247e-01,1.459970927238464355e+01
4.119014739990234375e-01,1.823186874389648438e-03
1.770250303738679087e-01,4.464149475097656250e-03
1.211700442069009176e-01,4.411697387695312500e-03
1.607839216078392197e-01,4.033284187316894531e-01
1.623837616238376080e-01,1.210498809814453125e-02
3.378662133786621280e-01,1.446582961082458496e+01
4.119014739990234375e-01,1.806974411010742188e-03
2.244613908964750992e-01,4.430770874023437500e-03
1.358672189355025761e-01,4.338502883911132812e-03
6.014398560143985328e-01,3.996753692626953125e-01
6.140385961403859172e-01,1.204872131347656250e-02
5.826417358264173174e-01,1.437120747566223145e+01
5.880985260009765625e-01,1.723527908325195312e-03
5.781110060983775112e-01,4.421472549438476562e-03
5.363385312746143940e-01,4.284143447875976562e-03
7.247275272472752938e-01,3.971855640411376953e-01
7.402259774022598160e-01,1.203775405883789062e-02
6.666333366663333981e-01,1.449605560302734375e+01
4.119014739990234375e-01,2.480268478393554688e-03
7.485356373299536514e-01,4.587411880493164062e-03
6.549669227362239221e-01,4.379987716674804688e-03
7.207279272072792953e-01,4.007911682128906250e-01
7.125287471252874649e-01,1.261043548583984375e-02
7.816218378162184122e-01,1.452341055870056152e+01
9.423408508300781250e-01,1.794099807739257812e-03
6.338891781113119572e-01,4.420280456542968750e-03
7.146254538120017097e-01,4.284381866455078125e-03
8.389161083891610859e-01,4.021973609924316406e-01
